tier,category,tool_id,tool_name,clicks_90d,impressions_90d,avg_position
WATCH,business,appointment-letter-gen,Appointment Letter Generator,0,5,55.2
WATCH,colors,color-gradient,Gradient Color Steps,0,5,40.8
WATCH,converters2,roman-numeral-converter,Roman Numeral Converter,0,5,88.8
WATCH,css,css-loader,CSS Loader Generator,0,5,67.4
WATCH,css,css-pattern-generator,CSS Pattern Generator,0,5,74.4
WATCH,css,css-transition,CSS Transition Generator,0,5,69.8
WATCH,devgen,tailwind-config-gen,Tailwind Config Generator,0,5,53.0
WATCH,devtools,html-entities-ref,HTML Entities Ref,0,5,50.0
WATCH,encoders,base58,Base58 Encoder / Decoder,0,5,53.4
WATCH,encoders,uuencode,Uuencode / Uudecode,0,5,58.8
WATCH,encoding,rot47,ROT47 Encoder/Decoder,0,5,23.4
WATCH,fancy,fancy-text-all,Fancy Text - All Styles,0,5,22.6
WATCH,fancy,unicode-text-art,Unicode Text Art,0,5,59.2
WATCH,financecalc,overtime-pay-calc,Overtime Pay Calculator,0,5,87.4
WATCH,financecalc,payback-period-calc,Payback Period Calculator,0,5,36.4
WATCH,financecalc,savings-goal-calc,Savings Goal Calculator,0,5,75.4
WATCH,formatters,yaml-formatter,YAML Formatter,0,5,81.4
WATCH,generators,hash-id-gen,Hash ID Generator,0,5,62.0
WATCH,generators2,svg-divider-gen,SVG Section Divider Generator,0,5,61.6
WATCH,generators2,terms-conditions-gen,Terms & Conditions Generator,0,5,88.6
WATCH,hash,hash-all,Hash Generator (All),0,5,89.2
WATCH,images,image-flipper,Image Flipper,0,5,89.8
WATCH,images,image-metadata,Image Metadata,0,5,89.2
WATCH,images,image-padding,Image Padding,0,5,75.0
WATCH,images,image-posterize,Image Posterize,0,5,77.0
WATCH,json,json-minifier,JSON Minifier,0,5,86.2
WATCH,mathcalc,distance-3d-calc,3D Distance Calculator,0,5,74.8
WATCH,mathcalc,prime-checker,Prime Checker,0,5,68.6
WATCH,office,quick-notepad,Quick Notepad,0,5,61.2
WATCH,pdf,pdf-duplicate-pages,PDF Page Duplicator,0,5,58.8
WATCH,study,bibliography-builder,Bibliography Builder,0,5,63.2
WATCH,text,remove-duplicate-words,Remove Duplicate Words,0,5,47.2
WATCH,text,remove-empty-lines,Remove Empty Lines,0,5,78.4
WATCH,video,video-watermark,Video Watermark Adder,0,5,77.0
WATCH,audio,audio-to-wav,Audio to WAV Converter,0,4,55.2
WATCH,business,sales-copy-gen,Sales Copy Generator,0,4,58.8
WATCH,colors,color-inverter,Color Inverter,0,4,7.0
WATCH,devgen,issue-template-gen,Issue Template Generator,0,4,40.2
WATCH,encoders,base64-encode,Base64 Encoder,0,4,76.2
WATCH,encoders,html-encode,HTML Entities Encoder,0,4,71.8
WATCH,encoders,unicode-decode,Unicode Decoder,0,4,69.2
WATCH,everyday,moon-phase,Moon Phase Calculator,0,4,69.5
WATCH,fancy,double-struck,Double Struck Text,0,4,67.5
WATCH,fancy,emoji-letters,Emoji Letters Generator,0,4,28.5
WATCH,fancy,monospace-text,Monospace Text,0,4,77.2
WATCH,fancy,underline-text,Underline Text,0,4,66.8
WATCH,financecalc,lumpsum-calc,Lumpsum Calculator,0,4,69.8
WATCH,financecalc,pe-ratio-calc,P/E Ratio Calculator,0,4,81.5
WATCH,financecalc,rd-calc,RD Calculator,0,4,61.2
WATCH,financecalc,sip-calc,SIP Calculator,0,4,71.2
WATCH,formatters,css-formatter,CSS Formatter,0,4,72.2
WATCH,formatters,properties-formatter,Java Properties Formatter,0,4,22.0
WATCH,formatters,tsv-to-csv,TSV to CSV,0,4,65.0
WATCH,generators,fake-address-gen,Fake Address Generator,0,4,52.8
WATCH,generators,fake-email-gen,Fake Email Generator,0,4,87.5
WATCH,generators,fake-name-gen,Fake Name Generator,0,4,73.2
WATCH,generators,ulid-gen,ULID Generator,0,4,40.5
WATCH,hash,random-string,Random String Generator,0,4,70.0
WATCH,html,html-figure-generator,HTML Figure & Caption Generator,0,4,58.0
WATCH,images,avatar-generator,Avatar Generator,0,4,73.0
WATCH,images,checkerboard,Checkerboard,0,4,42.5
WATCH,images,image-grayscale,Image Grayscale,0,4,75.5
WATCH,js,js-unicode-escaper,JS Unicode Escaper,0,4,53.8
WATCH,office,certificate-maker,Certificate Maker,0,4,82.2
WATCH,office,meeting-cost-calculator,Meeting Cost Calculator,0,4,80.8
WATCH,pdf,pdf-chunker,PDF Chunker for RAG,0,4,40.2
WATCH,random,coin-flip-batch,Batch Coin Flip,0,4,21.8
WATCH,random,would-you-rather-generator,Would You Rather Generator,0,4,65.5
WATCH,text,bullets-to-text,Bullet List to Text,0,4,63.0
WATCH,text,morse-to-text,Morse Code to Text,0,4,86.2
WATCH,text,pig-latin,Pig Latin Converter,0,4,66.5
WATCH,units,numbase-converter,Number Base Converter,0,4,64.0
WATCH,units,weight-converter,Weight / Mass Converter,0,4,86.2
WATCH,audio,audio-speed-changer,Audio Speed Changer,0,3,7.0
WATCH,business,ad-copy-gen,Ad Copy Generator,0,3,62.3
WATCH,business,debit-note-gen,Debit Note Generator,0,3,43.0
WATCH,colors,alpha-blend,Alpha Blend Calculator,0,3,20.3
WATCH,colors,color-temperature,Color Temperature Tool,0,3,54.0
WATCH,colors,grayscale-converter,Grayscale Converter,0,3,53.0
WATCH,colors,tailwind-colors,Tailwind Color Finder,0,3,95.0
WATCH,converters2,current-converter,Current Converter,0,3,10.0
WATCH,css,css-filter,CSS Filter Generator,0,3,65.0
WATCH,css,px-to-rem-converter,PX to REM Converter,0,3,61.3
WATCH,data,pie-chart-maker,Pie Chart Maker,0,3,90.3
WATCH,data,timeline-maker,Timeline Maker,0,3,57.7
WATCH,devgen,gitignore-gen,Gitignore Generator,0,3,49.0
WATCH,devtools,http-status-codes,HTTP Status Codes,0,3,93.7
WATCH,devtools,uuid-inspector,UUID Inspector,0,3,44.3
WATCH,encoders,base32-decode,Base32 Decoder,0,3,67.0
WATCH,encoding,bacon-cipher,Bacon Cipher,0,3,21.3
WATCH,encoding,octal-text,Octal Text Converter,0,3,60.7
WATCH,everyday,business-days-between,Business Days Calculator,0,3,69.0
WATCH,everyday,generation-finder,Generation Finder,0,3,49.7
WATCH,financecalc,ppf-calc,PPF Calculator,0,3,31.0
WATCH,financecalc,protein-intake-calc,Protein Intake Calculator,0,3,9.7
WATCH,formatters,scss-formatter,SCSS/LESS Formatter,0,3,49.3
WATCH,generators,bulk-password-gen,Bulk Password Generator,0,3,81.0
WATCH,generators,ean8-generator,EAN-8 Barcode Number Generator,0,3,59.7
WATCH,generators,fake-data-bulk,Bulk Fake Data Generator,0,3,93.3
WATCH,generators,order-number-gen,Order Number Generator,0,3,62.7
WATCH,generators,pin-gen,PIN Generator,0,3,72.0
WATCH,generators,random-string-gen,Random String Generator,0,3,66.3
WATCH,generators2,abstract-bg-gen,Abstract Background Generator,0,3,45.0
WATCH,generators2,geometric-pattern-gen,Geometric Pattern Generator,0,3,64.0
WATCH,html,html-data-uri,Text/SVG to Data URI,0,3,59.0
WATCH,html,html-details-accordion,HTML Details Accordion Generator,0,3,66.0
WATCH,images,image-brightness,Image Brightness,0,3,74.7
WATCH,images,image-histogram,Image Histogram,0,3,34.3
WATCH,js,js-quote-normalizer,JS Quote Normalizer,0,3,55.7
WATCH,js,js-to-typescript,JS to TypeScript,0,3,56.0
WATCH,mathcalc,number-base-calc,Number Base Converter,0,3,75.7
WATCH,office,address-label-sheet,Address Label Sheet,0,3,23.0
WATCH,office,time-slot-generator,Time Slot Generator,0,3,55.0
WATCH,pdf,pdf-metadata,PDF Metadata Viewer,0,3,83.0
WATCH,random,random-emoji-generator,Random Emoji Generator,0,3,65.0
WATCH,random,yes-no-generator,Yes or No Generator,0,3,62.3
WATCH,text,anagram-checker,Anagram Checker,0,3,26.3
WATCH,text,hashtag-extractor,Hashtag & Mention Extractor,0,3,69.7
WATCH,units,digital-converter,Data Storage Converter,0,3,66.3
WATCH,units,torque-converter,Torque Converter,0,3,61.7
WATCH,business,delivery-challan-gen,Delivery Challan Generator,0,2,44.5
WATCH,business,persona-gen,Persona Generator,0,2,60.5
WATCH,business,salary-certificate-gen,Salary Certificate Generator,0,2,54.5
WATCH,colors,color-sorter,Color Palette Sorter,0,2,21.5
WATCH,colors,contrast-grid,Contrast Grid Checker,0,2,38.0
WATCH,colors,nearest-tailwind,Nearest Tailwind Color,0,2,35.5
WATCH,converters2,acceleration-converter,Acceleration Converter,0,2,110.0
WATCH,converters2,capacitance-converter,Capacitance Converter,0,2,26.5
WATCH,converters2,color-temperature-mired-converter,Color Temperature ↔ Mired Converter,0,2,31.5
WATCH,converters2,torque-converter,Torque Converter,0,2,43.0
WATCH,css,css-columns,CSS Multi-Column Generator,0,2,100.0
WATCH,css,css-writing-mode,CSS Writing Mode Generator,0,2,42.0
WATCH,data,csv-to-json-table,CSV to JSON Converter,0,2,46.0
WATCH,devgen,pr-template-gen,Pull Request Template Generator,0,2,73.0
WATCH,devgen,security-md-gen,SECURITY.md Generator,0,2,8.0
WATCH,devtools,dev-case-converter,Case Converter (Dev),0,2,76.0
WATCH,devtools,duration-humanizer,Duration Humanizer,0,2,59.5
WATCH,devtools,flexbox-gen,Flexbox Generator,0,2,54.5
WATCH,devtools,query-string-builder,Query String Builder,0,2,78.5
WATCH,devtools,timestamp-diff,Timestamp Diff,0,2,57.0
WATCH,encoders,octal-encode,Text to Octal,0,2,65.0
WATCH,encoders,rot18-cipher,ROT18 Cipher,0,2,10.0
WATCH,encoding,gronsfeld-cipher,Gronsfeld Cipher,0,2,35.0
WATCH,encoding,vigenere-cipher,Vigenère Cipher,0,2,82.5
WATCH,everyday,iso-week-number,ISO Week Number,0,2,45.5
WATCH,fancy,parenthesized-text,Parenthesized Text Generator,0,2,13.0
WATCH,fancy,strikethrough-text,Strikethrough Text,0,2,80.5
WATCH,fancy,subscript-text,Subscript Generator,0,2,66.5
WATCH,financecalc,dividend-payout-ratio-calc,Dividend Payout Ratio Calculator,0,2,74.5
WATCH,financecalc,net-worth-calc,Net Worth Calculator,0,2,66.5
WATCH,financecalc,vo2max-calc,VO2 Max Calculator,0,2,78.5
WATCH,formatters,code-beautifier,Universal Code Beautifier,0,2,14.0
WATCH,formatters,csharp-formatter,C# Formatter,0,2,78.5
WATCH,formatters,ini-formatter,INI Formatter,0,2,9.0
WATCH,formatters,json-to-toml,JSON to TOML,0,2,39.0
WATCH,formatters,json-to-xml,JSON to XML,0,2,72.0
WATCH,generators,coupon-code-gen,Coupon Code Generator,0,2,81.0
WATCH,generators,fake-phone-gen,Fake Phone Generator,0,2,93.0
WATCH,generators,passphrase-gen,Passphrase Generator,0,2,88.0
WATCH,generators,totp-secret-gen,2FA / TOTP Secret Generator,0,2,7.0
WATCH,generators2,noise-texture-gen,Noise Texture Generator,0,2,73.0
WATCH,generators2,svg-checkmark-gen,SVG Checkmark Generator,0,2,7.5
WATCH,hash,xor-cipher,XOR Cipher,0,2,84.5
WATCH,html,html-comment-remover,HTML Comment Remover,0,2,24.5
WATCH,html,html-image-tag,HTML Image Tag Generator,0,2,47.5
WATCH,html,html-input-generator,HTML Input Generator,0,2,18.5
WATCH,html,html-table-to-csv,HTML Table to CSV,0,2,66.5
WATCH,html,html-video-tag,HTML Video Tag Generator,0,2,37.0
WATCH,images,image-color-picker,Color Picker,0,2,87.0
WATCH,images,image-compressor,Image Compressor,0,2,79.0
WATCH,js,regex-tester,Regex Tester,0,2,79.0
WATCH,json,json-query,JSON Query / Filter,0,2,37.5
WATCH,mathcalc,area-calc,Area Calculator,0,2,84.5
WATCH,mathcalc,complex-number-calc,Complex Number Calculator,0,2,88.0
WATCH,mathcalc,factorial-calc,Factorial Calculator,0,2,9.5
WATCH,mathcalc,fibonacci-calc,Fibonacci Calculator,0,2,63.5
WATCH,mathcalc,roman-numeral-converter,Roman Numeral Converter,0,2,74.0
WATCH,mathcalc,rounding-calc,Rounding Calculator,0,2,80.0
WATCH,mathcalc,trapezoid-calc,Trapezoid Calculator,0,2,80.5
WATCH,mathcalc,triangle-solver,Triangle Solver (SSS),0,2,65.0
WATCH,mathcalc,volume-calc,Volume Calculator,0,2,48.0
WATCH,mathcalc,z-score-calculator,Z-Score Calculator,0,2,91.0
WATCH,office,letterhead-generator,Letterhead Generator,0,2,77.0
WATCH,office,qr-code-studio,QR Code Studio,0,2,92.0
WATCH,pdf,pdf-bookmarks,PDF Bookmark Manager,0,2,49.5
WATCH,pdf,pdf-merger,PDF Merger,0,2,3.0
WATCH,random,random-picker,Random Picker,0,2,53.0
WATCH,random,random-question-generator,Random Question Generator,0,2,70.5
WATCH,text,add-prefix-suffix,Add Prefix & Suffix,0,2,81.0
WATCH,text,text-unwrapper,Text Unwrapper,0,2,28.0
WATCH,units,current-converter,Electric Current Converter,0,2,28.5
WATCH,units,flow-converter,Flow Rate Converter,0,2,66.5
WATCH,units,length-converter,Length Converter,0,2,49.5
WATCH,units,typography-converter,Typography / CSS Units,0,2,67.5
WATCH,audio,audio-cropper-loop,Audio Loop Maker,0,1,48.0
WATCH,audio,voice-recorder,Online Voice Recorder,0,1,97.0
WATCH,business,business-hours-gen,Business Hours Schema Generator,0,1,97.0
WATCH,business,markup-margin-calc,Markup & Margin Calculator,0,1,79.0
WATCH,business,petty-cash-gen,Petty Cash Voucher Generator,0,1,73.0
WATCH,business,press-release-gen,Press Release Generator,0,1,93.0
WATCH,business,resume-builder,Resume Builder,0,1,78.0
WATCH,business,timesheet-gen,Timesheet Generator,0,1,92.0
WATCH,colors,hex-shorthand,HEX Shorthand Expander,0,1,36.0
WATCH,colors,lighten-darken,Lighten / Darken Color,0,1,84.0
WATCH,converters2,luminance-converter,Luminance Converter,0,1,57.0
WATCH,css,css-grid,CSS Grid Generator,0,1,78.0
WATCH,css,css-image-rendering,CSS Image Rendering Generator,0,1,93.0
WATCH,css,css-neumorphism,Neumorphism Generator,0,1,85.0
WATCH,css,css-outline,CSS Outline Generator,0,1,37.0
WATCH,css,css-typography,CSS Typography Styler,0,1,47.0
WATCH,css,css-variables,CSS Variables Generator,0,1,72.0
WATCH,data,csv-cleaner,CSV Cleaner,0,1,54.0
WATCH,data,donut-chart-maker,Donut Chart Maker,0,1,86.0
WATCH,data,stacked-bar-chart,Stacked Bar Chart Maker,0,1,78.0
WATCH,devgen,codeowners-gen,CODEOWNERS Generator,0,1,47.0
WATCH,devgen,css-reset-gen,CSS Reset Generator,0,1,34.0
WATCH,devgen,css-variables-gen,CSS Variables Generator,0,1,51.0
WATCH,devgen,gitcommit-gen,Conventional Commit Generator,0,1,54.0
WATCH,devgen,robots-txt-gen,Robots.txt Generator,0,1,88.0
WATCH,devgen,sitemap-gen,XML Sitemap Generator,0,1,19.0
WATCH,devgen,stylelint-config-gen,Stylelint Config Generator,0,1,18.0
WATCH,devtools,chmod-calc,Chmod Calculator,0,1,35.0
WATCH,devtools,color-names-ref,Color Names Ref,0,1,68.0
WATCH,devtools,http-headers-ref,HTTP Headers Ref,0,1,48.0
WATCH,devtools,ip-info,IP Info,0,1,10.0
WATCH,devtools,jwt-generator,JWT Generator (HS256),0,1,48.0
WATCH,devtools,slugify,Slugify,0,1,5.0
WATCH,devtools,string-escaper,String Escaper,0,1,49.0
WATCH,devtools,timezone-dev,Timezone Dev,0,1,17.0
WATCH,devtools,user-agent-parser,User-Agent Parser,0,1,40.0
WATCH,encoders,base64url,Base64URL Encoder / Decoder,0,1,27.0
WATCH,encoders,decimal-entities,Numeric HTML Entities,0,1,61.0
WATCH,encoding,affine-cipher,Affine Cipher,0,1,55.0
WATCH,encoding,autokey-vigenere,Autokey Vigenère Cipher,0,1,33.0
WATCH,everyday,age-calculator,Age Calculator,0,1,60.0
WATCH,financecalc,bmi-calculator,BMI Calculator,0,1,62.0
WATCH,financecalc,depreciation-calc,Depreciation Calculator,0,1,85.0
WATCH,financecalc,discount-calculator,Discount Calculator,0,1,55.0
WATCH,financecalc,electricity-cost-calc,Electricity Cost Calculator,0,1,38.0
WATCH,financecalc,future-value-calc,Future Value Calculator,0,1,81.0
WATCH,financecalc,hra-calc,HRA Exemption Calculator,0,1,99.0
WATCH,financecalc,macro-calc,Macro Calculator,0,1,40.0
WATCH,formatters,graphql-formatter,GraphQL Formatter,0,1,48.0
WATCH,formatters,sql-formatter,SQL Formatter,0,1,76.0
WATCH,formatters,toml-to-json,TOML to JSON,0,1,45.0
WATCH,formatters,whitespace-normalizer,Whitespace Normalizer,0,1,6.0
WATCH,generators,isbn10-generator,ISBN-10 Generator,0,1,83.0
WATCH,generators,nanoid-gen,Nano ID Generator,0,1,56.0
WATCH,generators2,cta-gen,CTA Generator,0,1,81.0
WATCH,generators2,gradient-gen,Gradient Generator,0,1,210.0
WATCH,generators2,headline-gen,Headline Generator,0,1,43.0
WATCH,generators2,instagram-hashtag-gen,Instagram Hashtag Generator,0,1,99.0
WATCH,generators2,linkedin-summary-gen,LinkedIn Summary Generator,0,1,89.0
WATCH,generators2,mesh-gradient-gen,Mesh Gradient Generator,0,1,87.0
WATCH,generators2,mission-vision-gen,Mission & Vision Statement Generator,0,1,86.0
WATCH,generators2,privacy-policy-gen,Privacy Policy Generator,0,1,99.0
WATCH,generators2,svg-avatar-gen,SVG Identicon Avatar Generator,0,1,44.0
WATCH,generators2,svg-badge-gen,SVG Badge Generator,0,1,42.0
WATCH,generators2,svg-pattern-gen,SVG Pattern Generator,0,1,86.0
WATCH,generators2,svg-wave-gen,SVG Wave Generator,0,1,98.0
WATCH,generators2,warranty-policy-gen,Warranty Policy Generator,0,1,100.0
WATCH,generators2,youtube-title-gen,YouTube Title Generator,0,1,99.0
WATCH,hash,adler32,Adler-32 Checksum,0,1,61.0
WATCH,hash,bcrypt-hash,Bcrypt Hash Generator,0,1,90.0
WATCH,hash,color-hash,Text to Color Hash,0,1,9.0
WATCH,hash,hash-compare,Hash Comparator,0,1,8.0
WATCH,hash,passphrase-gen,Passphrase Generator,0,1,81.0
WATCH,hash,sha3-keccak,SHA-3 / Keccak Hash,0,1,67.0
WATCH,hash,token-generator,API Token Generator,0,1,62.0
WATCH,html,html-to-text,HTML to Text,0,1,83.0
WATCH,images,image-ascii-art,ASCII Art Generator,0,1,95.0
WATCH,images,image-base64,Image to Base64,0,1,83.0
WATCH,images,image-cropper,Image Cropper,0,1,91.0
WATCH,images,image-dominant-colors,Dominant Colors,0,1,33.0
WATCH,images,image-resizer,Image Resizer,0,1,79.0
WATCH,images,image-sharpen,Image Sharpen,0,1,97.0
WATCH,images,sprite-sheet,Sprite Sheet Maker,0,1,60.0
WATCH,js,js-minifier,JavaScript Minifier,0,1,52.0
WATCH,json,json-flatten,JSON Flattener,0,1,10.0
WATCH,json,json-formatter,JSON Formatter,0,1,85.0
WATCH,json,json-keys,JSON Key Extractor,0,1,49.0
WATCH,json,json-repair,JSON Repair,0,1,57.0
WATCH,mathcalc,gcd-lcm-calc,GCD & LCM Calculator,0,1,49.0
WATCH,mathcalc,trigonometry-calc,Trigonometry Calculator,0,1,9.0
WATCH,office,monthly-calendar-printable,Monthly Calendar (Printable),0,1,33.0
WATCH,office,phone-link-generator,Click-to-Call Link Generator,0,1,72.0
WATCH,office,weekly-planner-printable,Weekly Planner (Printable),0,1,29.0
WATCH,office,wifi-qr-generator,WiFi QR Code Generator,0,1,92.0
WATCH,pdf,pdf-delete-pages,PDF Page Deleter,0,1,30.0
WATCH,pdf,pdf-optimizer,PDF Optimizer,0,1,75.0
WATCH,pdf,word-to-pdf,Word to PDF Converter,0,1,48.0
WATCH,study,flashcard-maker,Flashcard Maker,0,1,33.0
WATCH,text,alphabetize-words,Alphabetize Words,0,1,51.0
WATCH,text,case-converter,Case Converter,0,1,54.0
WATCH,text,character-counter,Character Counter,0,1,84.0
WATCH,text,initials-extractor,Initials Extractor,0,1,9.0
WATCH,text,palindrome-checker,Palindrome Checker,0,1,82.0
WATCH,text,punctuation-remover,Punctuation Remover,0,1,79.0
WATCH,text,reverse-each-word,Reverse Each Word,0,1,91.0
WATCH,text,text-padder,Text Padder,0,1,6.0
WATCH,text,text-reverser,Text Reverser,0,1,74.0
WATCH,text,word-counter-pro,Word Counter Pro,0,1,160.0
WATCH,text,word-frequency,Word Frequency Analyzer,0,1,49.0
WATCH,units,angle-converter,Angle Converter,0,1,40.0
WATCH,units,charge-converter,Electric Charge Converter,0,1,38.0
WATCH,units,cooking-converter,Cooking Measurement Converter,0,1,52.0
WATCH,units,dynamic-viscosity-converter,Dynamic Viscosity Converter,0,1,17.0
WATCH,units,illuminance-converter,Illuminance Converter,0,1,54.0
WATCH,video,video-social-crop,Social Media Video Cropper,0,1,79.0
PRUNE,audio,audio-converter,Audio Converter,0,0,
PRUNE,audio,audio-merger,Audio Merger,0,0,
PRUNE,audio,audio-normalizer,Audio Normalizer,0,0,
PRUNE,audio,audio-pitch-shifter,Audio Pitch Shifter,0,0,
PRUNE,audio,audio-trimmer,Audio Trimmer,0,0,
PRUNE,audio,audio-volume-changer,Audio Volume Changer,0,0,
PRUNE,audio,bpm-detector,BPM Detector,0,0,
PRUNE,audio,ringtone-maker,Ringtone Maker,0,0,
PRUNE,audio,tone-generator,Tone Generator,0,0,
PRUNE,business,balance-sheet-gen,Balance Sheet Generator,0,0,
PRUNE,business,cagr-calc,CAGR Calculator,0,0,
PRUNE,business,cover-letter-gen,Cover Letter Generator,0,0,
PRUNE,business,credit-note-gen,Credit Note Generator,0,0,
PRUNE,business,expense-report-gen,Expense Report Generator,0,0,
PRUNE,business,experience-letter-gen,Experience / Service Certificate Generator,0,0,
PRUNE,business,invoice-gen,Invoice Generator,0,0,
PRUNE,business,job-description-gen,Job Description Generator,0,0,
PRUNE,business,packing-slip-gen,Packing Slip Generator,0,0,
PRUNE,business,profit-loss-gen,Profit & Loss Statement Generator,0,0,
PRUNE,business,proforma-invoice-gen,Proforma Invoice Generator,0,0,
PRUNE,business,purchase-order-gen,Purchase Order Generator,0,0,
PRUNE,business,receipt-gen,Receipt Generator,0,0,
PRUNE,business,relieving-letter-gen,Relieving Letter Generator,0,0,
PRUNE,business,rent-receipt-gen,Rent Receipt Generator,0,0,
PRUNE,colors,cmyk-rgb-converter,CMYK ↔ RGB Converter,0,0,
PRUNE,colors,color-blindness,Color Blindness Simulator,0,0,
PRUNE,colors,color-contrast,Color Contrast Checker,0,0,
PRUNE,colors,color-converter,Color Format Converter,0,0,
PRUNE,colors,color-harmonies,Color Harmonies,0,0,
PRUNE,colors,color-mixer,Color Mixer,0,0,
PRUNE,colors,color-name,Color Name Finder,0,0,
PRUNE,colors,color-palette,Random Palette Generator,0,0,
PRUNE,colors,color-picker,Color Picker,0,0,
PRUNE,colors,color-scheme,UI Color Scheme Builder,0,0,
PRUNE,colors,color-shades,Tints & Shades Generator,0,0,
PRUNE,colors,css-color-mix,CSS color-mix() Generator,0,0,
PRUNE,colors,hsl-adjuster,HSL Adjuster,0,0,
PRUNE,colors,image-colors,Image Color Extractor,0,0,
PRUNE,colors,material-palette,Material Tonal Palette,0,0,
PRUNE,colors,sepia-converter,Sepia Tone Converter,0,0,
PRUNE,colors,wcag-checker,WCAG Color Compliance,0,0,
PRUNE,converters2,angle-unit-converter,Angle Unit Converter,0,0,
PRUNE,converters2,data-transfer-rate-converter,Data Transfer Rate Converter,0,0,
PRUNE,converters2,density-converter,Density Converter,0,0,
PRUNE,converters2,force-converter,Force Converter,0,0,
PRUNE,converters2,frequency-wavelength-converter,Frequency ↔ Wavelength Converter,0,0,
PRUNE,converters2,illuminance-converter,Illuminance Converter,0,0,
PRUNE,converters2,magnetic-flux-converter,Magnetic Flux Converter,0,0,
PRUNE,converters2,pace-speed-converter,Running Pace ↔ Speed Converter,0,0,
PRUNE,converters2,resistance-converter,Resistance Converter,0,0,
PRUNE,converters2,voltage-converter,Voltage Converter,0,0,
PRUNE,css,css-aspect-ratio,CSS Aspect Ratio Generator,0,0,
PRUNE,css,css-blend-mode,CSS Blend Mode Generator,0,0,
PRUNE,css,css-border-radius,CSS Border Radius Generator,0,0,
PRUNE,css,css-box-shadow,CSS Box Shadow Generator,0,0,
PRUNE,css,css-gradient,CSS Gradient Generator,0,0,
PRUNE,css,css-mask-fade,CSS Mask Fade Generator,0,0,
PRUNE,css,css-object-fit,CSS Object Fit Generator,0,0,
PRUNE,css,css-perspective,CSS 3D Perspective Generator,0,0,
PRUNE,css,css-specificity-calculator,CSS Specificity Calculator,0,0,
PRUNE,css,css-type-scale,CSS Type Scale Generator,0,0,
PRUNE,css,cubic-bezier-editor,Cubic Bezier Editor,0,0,
PRUNE,data,area-chart-maker,Area Chart Maker,0,0,
PRUNE,data,bar-chart-maker,Bar Chart Maker,0,0,
PRUNE,data,csv-column-extractor,CSV Column Extractor,0,0,
PRUNE,data,csv-deduplicator,CSV Duplicate Remover,0,0,
PRUNE,data,csv-transposer,CSV Transposer,0,0,
PRUNE,data,data-summary-stats,Summary Statistics Calculator,0,0,
PRUNE,data,gantt-chart-maker,Gantt Chart Maker,0,0,
PRUNE,data,gauge-chart-maker,Gauge Chart Maker,0,0,
PRUNE,data,horizontal-bar-chart,Horizontal Bar Chart Maker,0,0,
PRUNE,data,line-chart-maker,Line Chart Maker,0,0,
PRUNE,data,org-chart-maker,Org Chart Maker,0,0,
PRUNE,data,pivot-table-builder,Pivot Table Builder,0,0,
PRUNE,devgen,babel-config-gen,Babel Config Generator,0,0,
PRUNE,devgen,commitlint-config-gen,Commitlint Config Generator,0,0,
PRUNE,devgen,contributing-md-gen,CONTRIBUTING.md Generator,0,0,
PRUNE,devgen,csp-header-gen,CSP Header Generator,0,0,
PRUNE,devgen,css-animation-gen,CSS Animation Generator,0,0,
PRUNE,devgen,dockerfile-gen,Dockerfile Generator,0,0,
PRUNE,devgen,editorconfig-gen,EditorConfig Generator,0,0,
PRUNE,devgen,env-gen,.env Example Generator,0,0,
PRUNE,devgen,eslint-config-gen,ESLint Config Generator,0,0,
PRUNE,devgen,funding-yml-gen,FUNDING.yml Generator,0,0,
PRUNE,devgen,github-actions-gen,GitHub Actions Generator,0,0,
PRUNE,devgen,github-profile-gen,GitHub Profile README Generator,0,0,
PRUNE,devgen,htaccess-gen,.htaccess Generator,0,0,
PRUNE,devgen,htpasswd-gen,.htpasswd Generator,0,0,
PRUNE,devgen,jest-config-gen,Jest Config Generator,0,0,
PRUNE,devgen,json-schema-gen,JSON Schema Generator,0,0,
PRUNE,devgen,license-gen,License Generator,0,0,
PRUNE,devgen,makefile-gen,Makefile Generator,0,0,
PRUNE,devgen,media-query-gen,Media Query Generator,0,0,
PRUNE,devgen,packagejson-gen,package.json Generator,0,0,
PRUNE,devgen,prettier-config-gen,Prettier Config Generator,0,0,
PRUNE,devgen,procfile-gen,Procfile Generator,0,0,
PRUNE,devgen,readme-gen,README Generator,0,0,
PRUNE,devgen,vite-config-gen,Vite Config Generator,0,0,
PRUNE,devtools,animation-gen,Animation Generator,0,0,
PRUNE,devtools,ascii-table,ASCII Table,0,0,
PRUNE,devtools,base64url-encoder,Base64URL Encoder,0,0,
PRUNE,devtools,border-radius-gen,Border Radius Generator,0,0,
PRUNE,devtools,box-shadow-gen,Box Shadow Generator,0,0,
PRUNE,devtools,color-contrast-checker,Color Contrast Checker,0,0,
PRUNE,devtools,color-gradient-css,Color Gradient CSS,0,0,
PRUNE,devtools,cron-parser,Cron Parser,0,0,
PRUNE,devtools,css-clamp-generator,CSS Clamp Generator,0,0,
PRUNE,devtools,curl-builder,cURL Builder,0,0,
PRUNE,devtools,git-cheatsheet,Git Cheatsheet,0,0,
PRUNE,devtools,grid-gen,Grid Generator,0,0,
PRUNE,devtools,hash-generator-adv,Hash Generator Advanced,0,0,
PRUNE,devtools,hmac-generator,HMAC Generator,0,0,
PRUNE,devtools,linux-commands-ref,Linux Commands Ref,0,0,
